id,@id,access,access:covid19,addr:city,addr:country,addr:floor,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:street,addr:suburb,air_conditioning,alt_name,amenity,area,artwork_type,bar,bench,bicycle,bin,board_type,branch,brewery,brewery:Pils,brewery:Weizen,brewery:helles,brewery:pils,brewery:weizen,bridge,bridge:structure,building,building:colour,building:levels,building:part,bus,capacity,capacity:biergarten,capacity:disabled,capacity:pub,changing_table,changing_table:location,check_date,check_date:cycleway:surface,check_date:opening_hours,check_date:smoking,check_date:toilets:wheelchair,class:bicycle,clothes,club,cocktails,colour,comment,contact:email,contact:facebook,contact:fax,contact:instagram,contact:mobile,contact:phone,contact:twitter,contact:website,contact:yelp,content,craft,created_by,cruising,cuisine,currency:EUR,currency:XBT,cycleway:both,cycleway:left,cycleway:right,cycleway:surface,delivery,delivery_hours,description,description:de,designation,destination,destination:colour,destination:lanes,destination:ref,destination:symbol,diet:halal,diet:kosher,diet:vegan,diet:vegetarian,disused:amenity,disused:shop,drink:beer,drink:club-mate,drink:coffee,drink:tea,drink:wine,drive_through,dual_carriageway,ele,email,end_date,entrance,est_height,event,fax,fee,fee:icom_member,female,fetish:bears,fetish:jeans,fetish:leather,fetish:rubber,fetish:sneakers,fetish:uniform,fixme,food,foot,footway:surface,from,full_name,gambling,games,gtfs:feed,gtfs:route_id,gtfs:shape_id,gtfs:trip_id:like,gtfs:trip_id:sample,hairdresser,happy_hours,healthcare,healthcare:speciality,height,heritage,heritage:operator,hgv,highway,historic,horse,identity,image,incline,indoor,indoor_seating,industrial,information,inscription,instagram,interaction,internet_access,internet_access:fee,internet_access:ssid,karaoke,kerb,kerb:height,landuse,lane_markings,lanes,layer,leisure,level,lgbtq,lgbtq:men,lit,live_music,loc_name,location,lockable,male,man_made,mapillary,material,max_age,maxheight,maxspeed,maxspeed:type,memorial,microbrewery,min_age,mobile,moped,motor_vehicle,motorcar,motorroad,music_genre,mvv:zone,name,name:de,name:en,name:etymology,name:etymology:wikidata,name:it,name:ru,name:signed,name:zh,narrow,network,network:area,network:guid,network:short,network:wikidata,network:wikipedia,nohousenumber,note,office,official_name,old_name,old_opening_hours,old_website,oneway,opening_hours,opening_hours:covid19,opening_hours:kitchen,opening_hours:signed,opening_hours:url,operator,operator:short,operator:type,organic,origin,outdoor_area,outdoor_seating,parking:both,parking:both:restriction,parking:condition:both,parking:lane:both,parking:left,parking:left:fee,parking:left:orientation,parking:right,parking:right:restriction,payment:american_express,payment:apple_pay,payment:cards,payment:cash,payment:coins,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:diners_club,payment:discover_card,payment:electronic_purses,payment:girocard,payment:google_pay,payment:lightning,payment:lightning_contactless,payment:maestro,payment:mastercard,payment:none,payment:notes,payment:onchain,payment:qr_code,payment:satispay,payment:unionpay,payment:v_pay,payment:visa,phone,placement,platform:width,postal_code,preschool,product,public_transport,public_transport:version,railway,ref,ref:BLfD,ref:IFOPT,ref:vatin,ref_trips,reservation,roof:colour,roof:height,roof:levels,roof:material,roof:shape,room,route,route:category,seasonal,seats,second_hand,segregated,self_service,service:electricity,share_taxi,shelter,shisha,shop,short_name,shoulder,sidewalk,sidewalk:both,sidewalk:left,sidewalk:right,sidewalk:right:width,smoking,smoking:outside,smoothness,social_facility,social_facility:for,source,source:maxspeed,source_ref,sport,stars,start_date,station,subway,surface,tactile_paving,takeaway,temporary:amenity,terrace,theme,tmc,to,toilets,toilets:access,toilets:wheelchair,tourism,traffic_sign,train,tunnel,turn:lanes,type,unsigned,website,website:menu,wheelchair,wheelchair:description,width,wifi,wikidata,wikimedia_commons,wikipedia,yelp,zone:maxspeed,@geometry,geometry,city_source,source_crs
node/269945556,node/269945556,,,München,DE,,,41,,80798,Zieblandstraße,,,,pub,,,,,,,,,Spaten-Franziskaner München,,,,,,,,,,,,,,,,,,,2026-06-09,,,,,,,,,,,info@alter-ofen.de,,,,,+49 89 527527,,http://www.alter-ofen.de,,,,,,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alter Ofen,,,,,,,,,,,,,,,,,,,,,,,,18:00-01:00,,,,,Susanne Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,POINT (11.565046 48.154097),Munich,EPSG:4326
node/271236134,node/271236134,,,,,,,,,,,,,,biergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bhima's Biergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.655011 48.107305),Munich,EPSG:4326
way/275820922,way/275820922,,,,,,,,,,,,,,biergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weichandhof,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Su,PH 11:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.458209 48.167172),Munich,EPSG:4326
way/276604355,way/276604355,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,trunk,,,,,,,,,,,,,,,,,,,,,3,,,,,,yes,,,,,,,,,,default,60,,,,,,,,,no,,,Georg-Brauchle-Ring,,,,Q108550,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,none|none|slight_right,,,,,,,,,,,,,,center,POINT (11.539848 48.176266),Munich,EPSG:4326
way/276604356,way/276604356,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,trunk,,,,,,,,,,,,,,,,,,,,,2,,,,,,yes,,,,,,,,,,,60,,,,,,,,,no,,,Georg-Brauchle-Ring,,,,Q108550,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.542861 48.176219),Munich,EPSG:4326
node/277253196,node/277253196,,,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isarflimmern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,POINT (11.616898 48.122001),Munich,EPSG:4326
node/278901866,node/278901866,,,München,DE,,,7,,81249,Gößweinsteinplatz,,,,biergarten,,,,,,,,,Augustiner Bräu München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 872995,,,+49 89 875581,,https://zuraubingereinkehr.eatbu.com,,,,,,regional;balkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zur Aubinger Einkehr,,,,,,,,,,,,,,,,,Pächterwechsel 1.3.2019,,,,,,,Mo-Fr 16:00-22:00; Sa-Su 12:00-22:30,,,,,Ana Knezevic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-01,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,POINT (11.417126 48.143627),Munich,EPSG:4326
node/280151630,node/280151630,,,München,DE,,,7,,80539,Odeonsplatz,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-24,,,,,,,,,,,,,,+49 89 229 060,,https://schumanns.de/de/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schumann's,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-24:00, Sa-Su 18:00-24:00, Mo-Su 00:00-03:00; PH off",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,KEINE TOILETTEN am Abend auch im Umkreis nicht,,,,,,,,,POINT (11.578618 48.143933),Munich,EPSG:4326
node/283103746,node/283103746,,,München,DE,,,7,,80335,Dachauer Straße,,no,Cafe Kosmos,pub,,,,,,,,,Astra,,,,,,,,,,,,,,,,,,,2026-04-28,,,,,,,,,,,,,,,+49 175 374 87 56,,,https://www.cafe-kosmos.de/,http://www.yelp.de/biz/cafe-kosmos-münchen,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Café Kosmos,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 12:00-01:00, Sa-Su 18:00-03:00",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,yes,,no,,,,,,,,,,limited,,,,,,,,,,POINT (11.560019 48.14248),Munich,EPSG:4326
way/283204333,way/283204333,,,München,DE,,,8,,81543,Nithartstraße,,,,biergarten,,,,,,,,,Hofbräu München,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 176 77538492,,,,,,,Isar Alm zum Gartl,,,,,,,,,,,,,,,,,,,,,,,,"Apr-Oct: Mo-Su,PH 11:00-22:00; Nov-Dec: Fr-Su,PH 11:00-20:00",,,,,Christian Bade,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 6518154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.isaralm.de/,,limited,,,,,,,,,center,POINT (11.558121 48.10298),Munich,EPSG:4326
way/283871243,way/283871243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,delivery,trunk,,,,,,,,,,,,,,,,,,,,,4,,,,,,yes,,,,,,,,,,default,60,,,,,,,,,no,,,Georg-Brauchle-Ring,,,,Q108550,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,,no_stopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B 2R,,,,,,,,,,,,,,,,,,,,,,,,,right,no,,,,,,,,,,,,,,,,,,asphalt,,,,,,DE:22698/22699,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.547936 48.176152),Munich,EPSG:4326
way/283871244,way/283871244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,delivery,trunk,,,,,,,,,,,,,,,,,,,,,4,,,,,,yes,,,,,,,,,,default,60,,,,,,,,,no,,,Georg-Brauchle-Ring,,,,Q108550,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,,no_stopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B 2R,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,asphalt,,,,,,DE:22698/22699,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.55132 48.176115),Munich,EPSG:4326
way/283871245,way/283871245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stuttgart,Moosach|Stuttgart,Moosach|Mittlerer Ring|Mittlerer Ring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,delivery,trunk,,,,,,,,,,,,,,,,,,,,,4,,,,,,yes,,,,,,,,,,default,60,,,,,,,,,no,,,Georg-Brauchle-Ring,,,,Q108550,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B 2R,,,,,,,,,,,,,,,,,,,,,,,,,right,no,,,,,,,,,,,,,,,,,,asphalt,,,,,,DE:22698/22699,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.547885 48.176288),Munich,EPSG:4326
way/283871246,way/283871246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stuttgart,Moosach|Stuttgart,Moosach|Mittlerer Ring|Mittlerer Ring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,delivery,trunk,,,,,,,,,,,,,,,,,,,,,4,,,,,,yes,,,,,,,,,,,60,,,,,,,,,no,,,Georg-Brauchle-Ring,,,,Q108550,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,no_stopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B 2R,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,sign,,,,,,,asphalt,,,,,,DE:22698/22699,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.546887 48.176298),Munich,EPSG:4326
node/290528084,node/290528084,,,München,DE,,,68,,81673,Sankt-Veit-Straße,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail@lucky-bar.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucky,,,,,,,,,,,,,,,,,,,,,,,,Tu-Su 11:00-00:00,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 18910347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lucky-bar.de/home/home_main.php,,,,,,,,,,,,POINT (11.640637 48.118657),Munich,EPSG:4326
way/290579662,way/290579662,,,,,,,,,,,,,,,,,,,use_sidepath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,use_sidepath,,,,,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,Georg-Brauchle-Ring,,,,Q108550,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,separate,,,,,,,,,,,,,,,asphalt,,,,,,DE:27964/35345,,,,,,,,,,,,,,,,,,Q1503345,,,,,center,POINT (11.525065 48.176178),Munich,EPSG:4326
way/290579664,way/290579664,,,,,,,,,,,,,,,,,,,use_sidepath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,use_sidepath,,,,,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,60,,,,,,,,,no,,,Georg-Brauchle-Ring,,,,Q108550,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,separate,,,,,,,,,,,,,,,asphalt,,,,,,DE:27964,,,,,,,,,,,,,,,,,,Q1503345,,,,,center,POINT (11.521869 48.175848),Munich,EPSG:4326
node/291103862,node/291103862,,,München,DE,,,12,,80538,Seitzstraße,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s'Zwölferl,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 11:00-23:00+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,POINT (11.58502 48.141167),Munich,EPSG:4326
node/291364411,node/291364411,,,München,DE,,,5,,80538,Thierschplatz,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Moon Bar Lehel,,,,,,,,,,,,,,,,,"Ehemals Roosevelt Bar, danach RSVLT (steht für Roosevelt); Seit 2024 Moon Bar",,,RSVLT,,,,"Mo-Fr 11:30-14:30,18:00-24:00; Sa,Su 18:00-01:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+4915115974903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.589236 48.139515),Munich,EPSG:4326
node/291436154,node/291436154,,,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafe San,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.518685 48.139708),Munich,EPSG:4326
node/292910957,node/292910957,,,München,DE,,,18,,80539,Odeonsplatz,,,,biergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tambosi Hofgarten,Tambosi Hofgarten,,,,,,,,,,,,,,,,,,,,,,,Su-Th 07:00-01:00; Sa-Su 07:00-03:00,,,,,Tambosi Crocamo GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 23069360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,yes,"Eingang zum Restaurant mit 5cm Stufe o.k., aber keine rollstuhlgerechten Toiletten vorhanden. Zugang zum Buergarten ebenerdig.",,,,,,,,,POINT (11.578596 48.14293),Munich,EPSG:4326
node/296394611,node/296394611,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kauz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,POINT (11.564252 48.136419),Munich,EPSG:4326
node/296468209,node/296468209,,,München,DE,,,5,Karlsplatz,80335,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/kubaschewski.bar/,,,,https://kubaschewski.bar/,,,,,,,,,,,,,,,Ehemals Rodman in der Rumfordstraße 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In welchem Staockwerk befindet sich der Club? Danke!,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kubaschewski,,,,,,,,,,,,,,,,,,,,,,,,Th-Sa 20:00+; Su-We off,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.566701 48.139794),Munich,EPSG:4326
node/296957926,node/296957926,,,München,DE,,,350,,81829,Riemer Straße,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bavarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,Gasthaus der Biermann,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Su 11:00-14:30, 17:00-23:00",,,,,Hotel Prinzregent an der Messe,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 94539-515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gasthausbiermann.de/,,yes,,,,,,,,,,POINT (11.682056 48.140572),Munich,EPSG:4326
node/297922632,node/297922632,,,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graf Arco Stub'n,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 11:00-03:00, Sa,Su 18:00-03:00",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 29160770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,POINT (11.58386 48.134055),Munich,EPSG:4326
node/299100564,node/299100564,,,München,DE,,,2,,80539,Herzog-Rudolf-Straße,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cohibar City,,,,,,,,,,,,,,,,,Cigras,,,,,,,We-Th 20:00-02:00; Fr-Sa 20:00-04:00,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 22880289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,POINT (11.583472 48.138898),Munich,EPSG:4326
