id,@id,FIXME,access,accommodation,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:postal_district,addr:postcode,addr:street,addr:substreet,addr:suburb,air_conditioning,alt_name,amenity,atm,branch,brand,brand:facebook,brand:instagram,brand:twitter,brand:website,brand:wikidata,brand:wikipedia,brand:youtube,brewery,building,building:colour,building:facade:material,building:levels,building:material,building:part,changing_table,check_date,check_date:diet:vegetarian,check_date:opening_hours,closed:amenity,cocktails,contact:email,contact:facebook,contact:instagram,contact:phone,contact:tiktok,contact:tripadvisor,contact:twitter,contact:website,contact:yelp,contact:youtube,craft,craft_beer,cuisine,description,description:it,diet:gluten_free,diet:vegan,diet:vegetarian,disused,disused:amenity,dog,drink:beer,drive_through,email,events_venue,fax,fireplace,fixme,food,former:name,games,heritage,indoor_seating,internet_access,internet_access:fee,internet_access:ssid,landuse,layer,level,lgbtq,live_music,mapillary,microbrewery,min_age,music_genre,name,name:en,name:ga,name:ko,name:zh,nohousenumber,not:brand:wikidata,note,old_name,old_name:2015,old_name:2017,old_name:2018,old_name_1,old_name_2,opening_hours,opening_hours:signed,operator,outdoor_seating,panoramax,payment:card,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,pets_allowed,phone,phone:mobile,product,real_ale,real_fire,ref:vatin,reservation,roof:colour,roof:material,roof:shape,shop,short_name,smoking,source,source:website,sport,start,start_date,takeaway,toilets,toilets:access,toilets:wheelchair,tourism,type,website,website:booking,website:menu,website:orders,wheelchair,wheelchair:description,wikidata,wikimedia_commons,wikipedia,year_built,@geometry,geometry,city_source,source_crs
way/350231324,way/350231324,,,,Dublin,,,,,6,,D01YY62,Summerhill Parade,,,,,pub,,,,,,,,,,,,retail,blue,,2,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Bridge Tavern,,,,,,,,,,,,,,,,,,d4f97c1b-29a2-4855-b678-05a17da0eafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.2488 53.357222),Dublin,EPSG:4326
way/350588958,way/350588958,,,,Dublin,,Dublin,,,26,,D02 HX93,Wexford Street,,,,,bar,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,Opium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.266037 53.336701),Dublin,EPSG:4326
way/351409390,way/351409390,,,,Dublin,,Dublin,,,51,,D02 DV74,South Great George's Street,,,,,pub,,,,,,,,,,,Guinness;Beamish;Heineken;Pilsner Urquell;smithwick,apartments,,brick,4,,,,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,The Long Hall,,,,,,,,,,,,,,Mo-Th 12:30-23:30; Fr 12:30-00:30; Sa 12:30-00:30; Su 12:30-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766,,,,,,,,,,,,,,,,,,center,POINT (-6.265332 53.341868),Dublin,EPSG:4326
way/356323694,way/356323694,,,,Dublin,IE,Dublin,,,114,,D09 CX74,Drumcondra Road Upper,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,@theivyhoused9,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,The Ivy House,,,,,,Q108197462,,,,,,,,"Mo-We 12:00-23:30, Th-Sa 12:00-02:30, Su 12:30-23:00, PH 12:30+",,,,,,,,,,,,+353 1 837 5385,,,,,,,,,,,,isolated,,,,,,,,,,,,https://www.theivyhouse.ie,,,,,,,,,,center,POINT (-6.252173 53.372415),Dublin,EPSG:4326
node/358543320,node/358543320,,,,,,,,,27,,,Dolphin's Barn Street,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lowes Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.290637 53.333764),Dublin,EPSG:4326
node/358543587,node/358543587,,,,Dublin,IE,Dublin,,,471-477,,D08 W56A,South Circular Road,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Bird Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.299192 53.336546),Dublin,EPSG:4326
way/362954595,way/362954595,,,,Dublin,,Dublin,,Drop Dead Twice,18/19,,D08 EK06,Francis Street,,,,,pub,,,,,,,,,,,yes,yes,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,18,,Drop Dead Twice,,,,,,,,,,,,,,Mo-Su 17:00- 23:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropdeadtwice.com,,,,,,,,,,center,POINT (-6.275358 53.342447),Dublin,EPSG:4326
way/364532043,way/364532043,,,,Dublin,IE,Dublin,,,19,,D07 H583,Grangegorman Lower,,,,,pub,,,,,,,,,,,,retail,,,3,,,,,,2026-01-21,,,,https://www.facebook.com/barbersbar/,,,,,,,,,,,,Pub with residential over.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbers Bar,,,,,,,,,,,,,,,no,,,,,,,,,,,+353 1 677 0540,,,,,,,,,gabled,,,,,,,,,,,,,,,https://www.thebarbers.ie,,,,,,,,,,center,POINT (-6.279815 53.352146),Dublin,EPSG:4326
node/367411336,node/367411336,,,,Dublin,,Dublin,,,36,,D02 AX50,George's Street Great South,,,,,pub,,,,,,,,,,,,,,,,,,,2025-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hogan’s Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.26461 53.341993),Dublin,EPSG:4326
way/376511712,way/376511712,,,,,,,,,,,,,,,,,biergarten,,,,,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.259042 53.384971),Dublin,EPSG:4326
way/383974966,way/383974966,,,,Dublin,,Dublin,,,14-15,,D07 RK37,Stoneybatter,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,@theglimmermand7,,,,@theglimmermand7,,,,,,,,,,,,,,,,,,,,,,,,,4,yes,,,,,,,,,,,,,The Glimmer Man,,,,,,,,,,,,,,,,,yes,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.281938 53.350856),Dublin,EPSG:4326
way/383974974,way/383974974,"How far back from the road do these businesses extend? There appear to be buildings going very far back, but do they belong?",,,Dublin,,Dublin,,,18,,D07 KN77,Stoneybatter,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,https://www.facebook.com/LMulliganGrocer,,,,,@Lmulligangrocer,,,,,,,,,,,,,,,,,hello@lmulligangrocer.com,,,,,,,,,,wlan,no,,,,,,,,,,,L. Mulligan Grocer,,,,,,,,,,,,,,,,,,,,,,,,,,+35316709889,,,,,,,,,,,,,,,,,,,,,,,,https://www.lmulligangrocer.com/,,,,limited,,,,,,center,POINT (-6.28218 53.35103),Dublin,EPSG:4326
way/383974977,way/383974977,"How far back from the road do these businesses extend? There appear to be buildings going very far back, but do they belong?",,,Dublin,,Dublin,,,19,,D07 C8KD,Stoneybatter,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tommy O’Gara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.282283 53.351084),Dublin,EPSG:4326
way/383992493,way/383992493,,,,Dublin,,Dublin,,,37,,D07 X029,Stoneybatter,,,,,pub,,,,,,,,,,,,retail,,,3,,,,,,,,,,https://www.facebook.com/TheBelfryStoneybatter/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Belfry,,,,,,,,,,,,,,Mo-Th 16:00-23:30; Fr-Sa 16:00-00:30; Su 16:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,center,POINT (-6.282089 53.350406),Dublin,EPSG:4326
way/383996326,way/383996326,,,,Dublin,,Dublin,,,6-7,,D07A382,Stoneybatter,,,,Walsh’s,pub,,,,,,,,,,,,retail,brown,,3,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,J. Walsh & Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.281636 53.35038),Dublin,EPSG:4326
way/384344469,way/384344469,,,,Dublin,,Dublin,,,78,,D07 PW67,Queen Street,,Smithfield,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,McGettigan’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.28026 53.34731),Dublin,EPSG:4326
way/407979343,way/407979343,,,,Dublin,,Dublin,,,6-8,,D02 TP83,Camden Street Lower,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flannery’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,center,POINT (-6.265014 53.336127),Dublin,EPSG:4326
node/415802976,node/415802976,,,,Dublin,,Dublin,,,238,,D6W RF44,Harold's Cross Road,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,McGarry’s Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.279531 53.321699),Dublin,EPSG:4326
node/415803254,node/415803254,,,,Dublin,,,,,,,,Terenure Road East,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coman's,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comans.ie/,,,,,,,,,,,POINT (-6.274806 53.312007),Dublin,EPSG:4326
way/422874523,way/422874523,,,,Dublin,,Dublin,,,174,D6W,D6W XY61,Harold's Cross Road,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McGowan’s of Harold's Cross,,,,,,,,,,,,,,,,,,,,,,,,,,+353 1 497 8618,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,center,POINT (-6.280327 53.323221),Dublin,EPSG:4326
node/434153487,node/434153487,,,,Dublin,IE,,,,1,,,Nassau Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,J P Mooneys,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,POINT (-6.254844 53.342149),Dublin,EPSG:4326
node/446783419,node/446783419,,,,Dublin,,Dublin,,,18,,D02 WK72,Camden Street Lower,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/anseo.camdenstreet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anseo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anseo.pub/,,,,,,,,,,,POINT (-6.264995 53.335323),Dublin,EPSG:4326
node/446785628,node/446785628,,,,Dublin,,Dublin,,,79,,D07 DW3R,Queen Street,,Smithfield,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,@fidelitydublin,,,,@FidelityDublin,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Fidelity,,,,,,,,Dice Bar,,,,,,,,The Big Romance and Whiplash,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fidelitybar.ie/,,,,,,,,,,,POINT (-6.280292 53.347102),Dublin,EPSG:4326
node/446785642,node/446785642,,,,Dublin,,Dublin,,,5,,D07 T227,Queen Street,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Ryan’s,,,,,,,,,,,,,,Mo-Th 16:00-23:30; Fr-Sa 16:00-00:30; Su 18:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.280049 53.347006),Dublin,EPSG:4326
node/460836900,node/460836900,,,,Dublin,IE,Dublin,,,27-30,,D02 DP90,Parliament Street,,,,,pub,,,,,,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turk's Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.267631 53.34481),Dublin,EPSG:4326
node/467744840,node/467744840,,,,Dublin,,Dublin,,,19,,D01 E796,O'Connell Street Upper,,,,,pub,,,,,,,,,,,,,,,,,,,2025-10-18,,2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Madigan’s,,,,,,,,,,,,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,POINT (-6.26055 53.35142),Dublin,EPSG:4326
node/467744856,node/467744856,,,,Dublin,,Dublin,,,81,,D01 YK51,Talbot Street,,,,,pub,,,,,,,,,,,Guinness;smithwick;Carlsberg;hop housse 13 lager;o'haras irish stout;o'haras irish red;Heineken,,,,,,,,2025-10-18,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,The Celt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.254887 53.350573),Dublin,EPSG:4326
node/467744860,node/467744860,,,,Dublin,,Dublin,,,3,,D02 CX67,Crown Alley,,,,,pub,,,,,,,,,,,guinness;carlsberg;heineken;Smithwick's,,,,,,,,,,,,,,https://www.facebook.com/TheOldStoreHouse/,https://www.instagram.com/theoldstorehouse/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,The Old Storehouse,,,,,,,,,,,,,,"Mo-Fr 12:00-24:00, Fr,Sa 11:00-02:00, Su 11:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://theoldstorehouse.ie/,,,,no,,,,,,,POINT (-6.262675 53.345132),Dublin,EPSG:4326
node/467744892,node/467744892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carolan's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.259121 53.359118),Dublin,EPSG:4326
node/470326939,node/470326939,,,,Dublin,IE,,,,144,,,Parnell Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bevvie's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.259416 53.353638),Dublin,EPSG:4326
way/471666565,way/471666565,,,,Dublin,,Dublin,,Priorswood Shopping Centre,,,D17 XV48,Clonshaugh Avenue,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priorswood Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.206664 53.403342),Dublin,EPSG:4326
node/472767309,node/472767309,,,,Dublin,,,,,82,,,Ballybough Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,The Vine Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.245952 53.358953),Dublin,EPSG:4326
node/475642367,node/475642367,,,,Dublin,,Dublin,,,,,D08 V670,Grattan Crescent,,Inchicore,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Grattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.321341 53.339491),Dublin,EPSG:4326
node/479092745,node/479092745,,,,Dublin,IE,,,,83-85,,,Morehampton Road,,,,,pub,,,,,,,,,,,,,,,,,,,2026-06-01,,2026-06-01,,,,,,,,,,,,,,,breakfast;burger;fish_and_chips;irish,,,,,,,,,,,welcome@mccloskeyspub.ie,,,,,,,,,,,,,,,,,,,,,,McCloskeys,,,,,,,,,,,,,,Su-Th 08:00-23:30; Fr-Sa 08:00-00:30,,,yes,,,,,,,,,+353 1 268 9686,,,,,,,,,,,,,,,,,,,,,,,,https://mccloskeyspub.ie/,,,,yes,,,,,,,POINT (-6.240424 53.324433),Dublin,EPSG:4326
node/491319647,node/491319647,,,,Dublin,,,,Dublin Skylon Hotel,27,,D09 V1Y2,Drumcondra Road Upper,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Skylon Bar & Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.dublinskylonhotel.com/the-skylon-bar-and-grill.html,,,,,,,,,,,POINT (-6.253083 53.372765),Dublin,EPSG:4326
node/503224346,node/503224346,,,,Dublin,,Dublin,,,12,,D02 CR90,Aungier Street,,,,,pub,,,,,,,,,,,,,,,,,,,2025-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Moore Inn,,,,,,,,J.J. Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.265425 53.340586),Dublin,EPSG:4326
node/503224354,node/503224354,,,,Dublin,,Dublin,,,31,,D02 K232,Wexford Street,,,,,bar,,,,,,,,,,,,,,,,,,,2025-09-27,,,,,,https://www.facebook.com/thejardublin,,,,,https://twitter.com/TheJarPub,,,,,,,,,,,,,,,,,reservations@thejar.ie,,,,,yes,,,,,wlan,customers,,,,,,,,,,,The Jar,,,,,,,,Solas;Modern Green Bar,,,,,,,,,,,,yes,yes,yes,,,,+353 1 557 9688,,,,,,,,,,,,,,,,,,,,,,,,https://thejar.ie/,,,,yes,,,,,,,POINT (-6.265705 53.336959),Dublin,EPSG:4326
node/516031805,node/516031805,,,,Dublin,IE,Dublin,,,1,,D02 E295,Hanover Quay,,,,,pub,,,Wetherspoon,,,,,Q6109362,en:Wetherspoons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The South Strand,,,,,,,,,,,,,,,,Wetherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.jdwetherspoon.com/pubs/all-pubs/republic-of-ireland/county-dublin/the-south-strand,,https://order.jdwetherspoon.com/venue/jdw/7377/menus,,yes,,,,,,,POINT (-6.238178 53.344349),Dublin,EPSG:4326
way/517560263,way/517560263,,,,Dublin,,Dublin,,,105-106,,D01 FD28,Marlborough Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,2025-10-18,,,,,,piperscornerdublin,@piperscornerdub,,,,@pipers_corner,,,,,,,,,,,,,,,,,info@piperscorner.ie,,,,,,,,,yes,,,,,,,,,,,,,Piper’s Corner,Piper’s Corner,Cúinne an Phíobaire,,,,,,,,,,,,Su-Th 16:00-23:30; Fr-Sa 16:00-00:30,,,no,,,,,,,,,+35318733503,,,,,,,,,,,,no,,,,,,,,,,,,https://piperscorner.ie,,,,yes,,,,,,center,POINT (-6.257948 53.349047),Dublin,EPSG:4326
way/517592734,way/517592734,,,,Dublin,,Dublin,,,24-25,,D02 DX09,Temple Bar,,,,,pub,,,,,,,,,,,,retail,,,2,,,,2025-10-19,,,,,,,https://www.instagram.com/theaulddublinerpub/,,,,,,,,,,,,,no,,no,,,,,,,,,,,yes,,,4,,,,,,,,,,,,,,The Auld Dubliner,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,https://aulddubliner.ie/,,https://aulddubliner.ie/wp-content/uploads/2024/05/221332-Perfect-Pub-PROOF1.pdf,,limited,,,,,,center,POINT (-6.261976 53.345567),Dublin,EPSG:4326
way/525723347,way/525723347,,,,Dublin,,Dublin,,,,,,Camden Street Lower,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,,,https://www.facebook.com/The-5-Lamps-Dublin-Brewery,@5lampsbrewery,,,,@the5LampsBeer,,,,brewery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The 5 Lamps Brewery,,,,,,,,,,,,,,,,,,,,,,,,,,,,craft beer,,,,,,,,,,,,,,,2012,,,,,,,https://the5lampsbrewery.com,,,,,,,,,,center,POINT (-6.265869 53.335954),Dublin,EPSG:4326
way/530407774,way/530407774,,,,Dublin,IE,Dublin,,,11,,D08 DK2K,"High Road, Kilmainham Lane",,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,https://www.facebook.com/theoakd8,,,,,@royaloakd8,,,,,,,,,,,,,,,,,theoakd8@gmail.com,,,,,,,,,,,,,,,,,,,,,,The Royal Oak,,,,,,,,,,,,,,,,,,,,,,,,,,+353 1 671 3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,center,POINT (-6.303759 53.341641),Dublin,EPSG:4326
way/530415760,way/530415760,,,,Dublin,IE,Dublin,,,29,,D08 CK70,Emmet Road,,,,The Glen of Aherlow,pub,,,,,,,,,,,,yes,,,,,,,,,,,,,https://www.facebook.com/The-Glen-of-Aherlow-Donoghues-313220738221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donoghue’s,,,,,,,,,,,,,,,,,,,,,,,,,,+35314532038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.31069 53.340811),Dublin,EPSG:4326
node/538103859,node/538103859,,,,Dublin,IE,Dublin,,,159,,D07 HA21,Phibsborough Road,,,,Mohan’s,pub,,,,,,,,,,,,,,,,,,,2026-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.272536 53.361008),Dublin,EPSG:4326
node/543384713,node/543384713,,,,Ranelagh,,Dublin,,,1-5,,D06 K8K7,Sandford Road,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. McSorley’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://mcsorleys.ie/,,,,limited,,,,,,,POINT (-6.250081 53.323301),Dublin,EPSG:4326
way/549576988,way/549576988,,,,Dublin,,Dublin,,,64-65,,D02 YR20,South Great George's Street,,,,,pub,,,,,,,,,,,various,retail,,,,,,,,,,,,,,,,,,@nolitadublin,,,,,,,,,,,,,,,,,bookings@nolita.ie,,,,,,,,,,,,,,,,,,,,,,Nolita,,,,,,,,Söder + Ko,,,,The Dragon,Sosume,,,,,,,,,,,,,+353 1 478 1590,,,,,,,,,,,,,,,,,,,,,,,,https://www.nolita.ie/,,,,no,,,,,,center,POINT (-6.264964 53.342482),Dublin,EPSG:4326
way/554939990,way/554939990,,,,Dublin,IE,Dublin,,,117,,D08 PVF1,South Circular Road,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonard’s Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.27546 53.332142),Dublin,EPSG:4326
way/554988456,way/554988456,,,,,,,,Kilmardinny Inn,,,,Lorcan Avenue,,,,,pub,,,,,,,,,,,,commercial,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kilmardinny Inn,,,,,,,,Kenny's Kilmardinny Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,quadruple_saltbox,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.235371 53.391234),Dublin,EPSG:4326
node/559485123,node/559485123,,,,Dublin,IE,Dublin,,,10-13,,D02 EW63,Temple Bar Square,,,,,bar,,,,,,,,,,,,,,,,,,,2025-10-19,,,,,,,https://www.instagram.com/quays_bar_temple_bar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Quays Bar,,Teic na Ceibe,,,,,,,,,,,,,,Louis Fitzgerald Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://quaysdublin.ie/,,,,limited,,,,,,,POINT (-6.263355 53.345643),Dublin,EPSG:4326
node/560602898,node/560602898,,,,Dublin,,Dublin,,,217-219,D06,D06 XE36,Rathmines Road Lower,,Rathmines,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin B. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.26589 53.322154),Dublin,EPSG:4326
way/561372021,way/561372021,,,,Dublin,,Dublin,,,74,,D09 X620,Drumcondra Road Upper,,,,,pub,,,,,,,,,,,guinness;various,yes,,,2,,,,2025-08-30,,,,,,https://www.facebook.com/catandcagebar,@thecatandcage,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Cat and Cage,,,,,,,,,,,,,,,,,yes,,,yes,,,yes,yes,,+35318573809,,,,,,,,,,,,outside,,,,,,,,,,,,https://catandcage.ie,,,,,,,,,,center,POINT (-6.253192 53.37122),Dublin,EPSG:4326
